loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
6207,4.0, Graduate, No,6457512.0,29732505,16.0,372,5968350,18778387,800780,11784950, Rejected
6208,5.0, Graduate, Yes,8482885.0,23417906,12.0,537,10887008,13444054,22572741,5068186, Approved
6209,0.0, Graduate, Yes,1389254.0,2674289,20.0,765,18641242,3735714,4375068,16830917, Approved
6210,2.0, Not Graduate, No,8508228.0,16104288,19.0,585,9706672,11782369,20137645,2760335, Rejected
6211,3.0, Not Graduate, Yes,1803189.0,24610455,6.0,392,9912233,3785982,18328750,2605716, Approved
6212,0.0, Not Graduate, No,9471695.0,9412524,22.0,722,11846144,13652868,48165168,13621656, Rejected
6213,2.0, Graduate, Yes,3031305.0,10056502,14.0,578,10561223,6391493,45963847,13659383, Rejected
6214,5.0, Graduate, Yes,3415941.0,13534592,16.0,393,17777584,17519552,28992137,2840867, Approved
6215,5.0, Graduate, No,5414242.0,13677885,21.0,378,16035044,9367101,43388432,13634853, Rejected
6216,4.0, Not Graduate, No,3728021.0,29993358,15.0,525,8093105,4862792,36552898,7814250, Approved
6217,4.0, Not Graduate, Yes,1523824.0,21416806,14.0,609,19296171,5626969,25187628,11242061, Rejected
6218,1.0, Not Graduate, No,1460925.0,16760986,19.0,509,4079987,8514173,3098246,6372237, Rejected
6219,5.0, Graduate, No,5174218.0,13085506,20.0,727,18805973,11574760,18810569,1766382, Rejected
6220,3.0, Graduate, No,6892127.0,27908000,6.0,673,2108017,9055617,39820777,4707077, Approved
6221,0.0, Graduate, Yes,4505632.0,5290358,13.0,500,17122976,9595469,9728179,17653047, Rejected
6222,4.0, Not Graduate, No,8768239.0,6935903,13.0,818,16173319,19674237,20061300,16974171, Rejected
6223,5.0, Graduate, Yes,1002094.0,16544152,11.0,875,18577303,15046663,24333224,18397428, Approved
6224,4.0, Not Graduate, No,9683288.0,22256740,12.0,314,5765415,12178812,13584833,703131, Rejected
6225,3.0, Not Graduate, No,5626174.0,4947140,19.0,360,14718619,8125736,4612021,1914020, Rejected
6226,1.0, Not Graduate, No,6833203.0,16065174,8.0,433,15066643,5687673,12314000,8106054, Approved
6227,3.0, Not Graduate, Yes,2556835.0,10110098,21.0,871,1083848,2564243,428053,10436117, Rejected
6228,, Graduate, Yes,1827690.0,27825351,13.0,879,18420055,1086136,20796817,18350687, Rejected
6229,3.0, Not Graduate, Yes,1013310.0,16673662,18.0,608,17274310,6876660,28168763,3288996, Rejected
6230,2.0, Not Graduate, No,2497977.0,18501301,11.0,354,2896206,18259616,23619354,5747213, Approved
6231,3.0, Not Graduate, No,2351185.0,3405975,12.0,396,6490708,16499331,19593035,1216436, Approved
6232,3.0, Graduate, No,5006698.0,22280459,22.0,418,7457576,18080257,28928808,287721, Rejected
6233,3.0, Graduate, Yes,9025929.0,8495188,16.0,547,2347232,3381044,18153137,15157359, Approved
6234,1.0, Not Graduate, Yes,8574218.0,4143175,7.0,303,10791131,16535268,32850535,7643697, Rejected
6235,5.0, Not Graduate, Yes,1563020.0,20897161,21.0,465,8003586,3297448,22263949,15380128, Rejected
6236,4.0, Graduate, Yes,7535119.0,6497740,14.0,673,14150647,13015410,9205729,7109779, Rejected
6237,1.0, Graduate, Yes,9944710.0,14539832,24.0,508,4516670,14246697,8263310,16635840, Rejected
6238,0.0,, Yes,2155346.0,28627024,18.0,793,13304569,12222313,27575589,12489951, Rejected
6239,1.0, Not Graduate, No,7931264.0,29470436,7.0,838,7919561,16062074,46434814,661766, Rejected
6240,1.0, Not Graduate, Yes,7280914.0,25761627,18.0,652,5558696,9308627,34667337,6047377, Rejected
6241,0.0, Graduate, No,4401543.0,16927830,15.0,602,15931224,7214119,2052349,14588776, Rejected
6242,3.0, Not Graduate, No,3261563.0,5939421,15.0,482,10715538,15144674,3274679,18978407, Approved
6243,3.0, Not Graduate, Yes,1325726.0,19760633,15.0,452,19509435,17170334,39109339,359445, Rejected
6244,5.0, Graduate, Yes,7005764.0,2351255,6.0,749,786445,4592172,11396945,9375649, Rejected
6245,1.0, Not Graduate, No,8412337.0,13808816,8.0,839,6664952,6793757,17466291,18620540, Rejected
6246,1.0, Graduate, Yes,7492222.0,24367410,8.0,663,6076198,15132815,48747927,5101271, Rejected
6247,0.0, Not Graduate, Yes,5319142.0,4524000,19.0,547,11716762,19760231,32183595,18703012, Rejected
6248,0.0, Not Graduate, No,4733188.0,24074143,19.0,398,8455301,5260201,45061619,6956080, Approved
6249,2.0, Not Graduate, Yes,1103319.0,4126379,17.0,882,18524258,4216183,35619533,17172288, Rejected
6250,1.0, Graduate, Yes,1982124.0,29449158,18.0,863,15401118,15387602,4505933,11794347, Approved
6251,3.0, Graduate, No,8150516.0,25241988,10.0,728,10180999,15812797,41440727,1157080, Rejected
6252,2.0,, Yes,4936064.0,4069619,6.0,881,3424225,9408594,8713558,11343173, Approved
6253,1.0, Not Graduate, Yes,6601988.0,1740226,20.0,681,6884619,3286470,7749062,1712710, Rejected
6254,0.0, Not Graduate, Yes,7083823.0,7827860,7.0,556,5487637,17696990,13960242,17298875, Approved
6255,5.0, Not Graduate, No,5065985.0,5931616,16.0,832,5351901,15155855,5873033,16559208, Approved
6256,4.0, Graduate, No,9036387.0,5861746,13.0,416,4729199,5380087,44740884,16441292, Rejected
6257,4.0, Graduate, Yes,5208759.0,28256081,10.0,454,14781873,1043993,41056171,5465924, Approved
6258,0.0, Not Graduate, Yes,9169965.0,3739430,9.0,485,1415807,3845309,34430202,10023076, Approved
6259,2.0, Not Graduate, No,5022415.0,28061242,6.0,887,16078922,11642956,21008731,19444760, Rejected
6260,5.0, Not Graduate, No,9367909.0,25240888,22.0,605,17691459,12611999,3878995,9746594, Approved
6261,0.0, Not Graduate, Yes,3129170.0,4688670,15.0,673,5611529,3378613,2446747,1558486, Approved
6262,2.0, Graduate, Yes,8390791.0,19763763,19.0,431,10459477,17935122,39815382,1510735, Approved
6263,5.0, Graduate, Yes,7053957.0,21979355,24.0,766,1160479,6184478,4141400,947474, Approved
6264,0.0, Graduate, Yes,4675094.0,20839091,17.0,478,7078060,12117842,29512398,13830462, Rejected
6265,3.0,, No,1055840.0,2158563,19.0,418,7441813,7721316,22996471,4237225, Rejected
6266,4.0, Graduate, Yes,6883951.0,29645823,6.0,469,10528603,11735894,42167301,4771851, Rejected
6267,2.0, Not Graduate, No,4128379.0,18622941,21.0,502,13571631,18431725,17929095,5167001, Rejected
6268,4.0, Graduate, Yes,5280730.0,18354124,6.0,370,14907913,16700676,29550114,3325145, Approved
6269,1.0, Not Graduate, Yes,6165003.0,21607220,8.0,331,11687450,1914439,9138661,2642891, Rejected
6270,0.0, Not Graduate, No,1114119.0,9703937,21.0,590,13427330,15510138,7020928,14233504, Approved
6271,1.0, Not Graduate, No,4745241.0,17001179,7.0,546,2177078,8308689,16775256,17855727, Rejected
6272,0.0, Not Graduate, No,4042718.0,3929866,11.0,608,9469386,15501622,9985639,1420202, Rejected
6273,1.0, Not Graduate, No,1139159.0,18346218,6.0,558,19233158,6728731,25510902,18321156, Rejected
6274,5.0, Graduate, Yes,6562405.0,16764866,24.0,522,17965942,19994185,36400386,13090183, Approved
6275,0.0, Not Graduate, Yes,4204567.0,21451934,23.0,506,13682280,11836004,778387,12101199, Rejected
6276,0.0, Graduate, No,8769174.0,7850625,18.0,444,9531603,9962121,9777071,4601775, Rejected
6277,1.0, Graduate, Yes,3323579.0,9776237,15.0,510,2114117,7327135,48085970,108459, Approved
6278,4.0, Graduate, No,4104047.0,27200927,6.0,588,11819150,9340307,11829100,6454796, Approved
6279,2.0, Graduate, Yes,3115756.0,7834017,24.0,418,3401652,13958193,27685777,1472406, Approved
6280,3.0, Graduate, Yes,4141874.0,3899619,15.0,456,4339285,2374629,48578568,7069248, Rejected
6281,3.0, Graduate, No,6097954.0,6444986,15.0,344,8357306,7216199,11507504,9924122, Rejected
6282,3.0, Graduate, No,1285630.0,5887156,22.0,453,3423271,3827422,39449888,17287563, Approved
6283,, Graduate, No,5928331.0,15826716,16.0,370,13550552,11993637,4818506,9974142, Approved
6284,2.0, Not Graduate, No,5030241.0,12814734,23.0,394,16568132,12564303,16756503,7492607, Approved
6285,2.0, Graduate, Yes,1750125.0,5215876,16.0,341,5347821,1726210,16105197,735691, Rejected
6286,1.0, Not Graduate, Yes,1776318.0,8880716,13.0,574,16250928,15788969,23587481,16378470, Approved
6287,2.0, Not Graduate, No,1234384.0,3900906,11.0,518,5914784,8389536,1260742,3238100, Rejected
6288,0.0, Graduate, Yes,1289750.0,26143598,17.0,528,7442585,16655483,48830840,11519861, Approved
6289,5.0, Graduate, Yes,4722235.0,24715504,12.0,507,12597424,8454541,28863130,7010002, Rejected
6290,0.0, Not Graduate, No,7388601.0,4822513,13.0,469,9817110,10320816,37721229,13749683, Approved
6291,5.0, Not Graduate, Yes,3943045.0,8590741,15.0,654,13768051,3492522,40149747,14939057, Rejected
6292,5.0, Graduate, No,7087143.0,16436691,7.0,553,5096914,5060678,19566450,10155916, Rejected
6293,5.0, Not Graduate, Yes,8153332.0,16136911,11.0,711,18587010,13573501,7655869,886999, Rejected
6294,5.0, Not Graduate, No,8777701.0,2947061,19.0,312,17386507,18770314,43783488,14901964, Rejected
6295,0.0, Graduate, No,4943768.0,2954246,14.0,483,15004069,8627159,40398171,153852, Rejected
6296,5.0, Graduate, No,1694722.0,29728828,19.0,414,12258816,11940052,25496693,6966433, Approved
6297,4.0, Graduate, No,2754065.0,13427738,10.0,616,8678386,748057,42929552,10143895, Rejected
6298,1.0, Not Graduate, No,6689744.0,19831934,7.0,818,16795430,19976911,38570336,16264255, Approved
6299,2.0, Not Graduate, Yes,8704943.0,20453431,19.0,455,13208320,2772623,25755843,18148939, Rejected
6300,2.0, Not Graduate, Yes,7293243.0,16266331,17.0,527,8501635,11466757,24897377,4754482, Rejected
6301,4.0, Graduate, Yes,7175003.0,18536005,15.0,391,8595802,4619663,25242412,10409843, Rejected
6302,0.0, Not Graduate, Yes,7431690.0,18133561,12.0,382,9405669,18209776,5357596,3569339, Approved
6303,1.0, Graduate, No,7492123.0,3977454,23.0,613,4233492,13527052,34926366,15759325, Rejected
6304,2.0, Graduate, Yes,9205652.0,25764942,18.0,806,19241452,2094610,17730795,6641221, Rejected
6305,0.0, Not Graduate, Yes,5302020.0,18337620,20.0,689,19366749,7551765,4109499,16302808, Rejected
6306,3.0, Not Graduate, No,5871459.0,7722893,17.0,740,13007542,2089362,25956934,18389685, Rejected
6307,1.0, Graduate, Yes,5890955.0,19256449,22.0,530,5543145,11797726,37830025,70526, Rejected
6308,5.0, Graduate, No,1320206.0,17259434,13.0,876,8744028,19210722,16867305,4637293, Approved
6309,1.0, Not Graduate, Yes,7535785.0,28378073,19.0,699,17596618,18350432,34903834,1863717, Rejected
6310,4.0, Graduate, No,6369413.0,20586951,10.0,838,16444837,18032916,10778153,9864358, Approved
6311,1.0, Graduate, Yes,2693724.0,25928574,18.0,711,8731664,12489627,25411999,16843158, Rejected
6312,4.0, Not Graduate, No,7057843.0,20327333,12.0,406,1315516,10371240,46700696,9601065, Approved
6313,4.0, Graduate, No,1797391.0,27511565,11.0,614,10733593,3336107,24948567,18730174, Approved
6314,2.0, Not Graduate, No,6110380.0,25411901,9.0,666,11520286,16327547,38097451,17814555, Rejected
6315,5.0, Graduate, Yes,7259331.0,6027842,11.0,727,17425078,18950268,17489185,15282067, Rejected
6316,5.0, Graduate, Yes,4859327.0,19308974,9.0,629,5289533,16472913,23954736,2867528, Rejected
6317,5.0, Graduate, Yes,7566141.0,21047805,18.0,662,3642620,9436707,49726101,8563496, Rejected
6318,4.0, Not Graduate, No,8675991.0,8928849,22.0,479,18845229,6415774,5739072,10118590, Approved
6319,5.0, Graduate, Yes,1285130.0,16429865,21.0,737,15042854,3112926,41338005,5102453, Rejected
6320,1.0, Graduate, No,4293429.0,9353110,22.0,360,18212860,4340585,984477,15842015, Approved
6321,0.0, Graduate, Yes,5399272.0,23961717,16.0,682,14618944,16412565,24735462,11254385, Approved
6322,2.0, Graduate, No,2615912.0,26661624,18.0,428,5426807,16249204,39711103,14620273, Rejected
6323,0.0, Graduate, No,1853020.0,703584,16.0,753,7142972,19395403,777061,16998295, Rejected
6324,5.0, Graduate, No,9400633.0,1027885,11.0,456,4302796,11902902,7118310,10304673, Rejected
6325,1.0, Graduate, No,5902689.0,3167886,22.0,490,10764024,16219816,36773235,17154259, Approved
6326,4.0, Graduate, No,5734193.0,18358744,15.0,400,16696519,3724798,40172205,15759711, Approved
6327,2.0, Not Graduate, No,6866591.0,3180340,15.0,664,9801947,14603883,39291490,4620488, Rejected
6328,2.0, Not Graduate, Yes,7820591.0,4368430,23.0,824,2415051,3446078,28011791,4539167, Approved
6329,4.0, Not Graduate, No,5748173.0,24392420,12.0,858,10036502,18196387,22134234,13793581, Approved
6330,0.0, Not Graduate, Yes,3169551.0,1718702,20.0,895,10507490,4245939,29748766,18107623, Approved
6331,2.0, Graduate, Yes,1780101.0,15817838,24.0,606,11843904,12001400,45426247,3300576, Approved
6332,1.0, Graduate, Yes,6113366.0,10596065,24.0,470,8841034,9522778,27503590,5603198, Rejected
6333,0.0, Graduate, Yes,9563498.0,10997709,22.0,665,10493021,19825882,9427092,12518741, Rejected
6334,1.0, Graduate, No,2054382.0,21441589,20.0,854,10482748,6024442,30502367,12394332, Rejected
6335,4.0, Graduate, No,9223421.0,10538066,18.0,636,12311500,16107661,39075985,15238299, Rejected
6336,4.0, Not Graduate, Yes,1558528.0,10731037,10.0,405,11392659,7095338,46610723,10276708, Rejected
6337,1.0, Graduate, Yes,3671445.0,21120003,21.0,549,12340955,12563434,16624841,1668208, Rejected
6338,2.0, Not Graduate, Yes,2079616.0,1904537,13.0,410,7574962,9143595,28718886,8461931, Rejected
6339,3.0, Not Graduate, No,9914656.0,26160939,14.0,898,15409833,7820277,4872249,19882325, Rejected
6340,1.0, Graduate, Yes,1229577.0,12430923,13.0,669,3023973,10915668,38283629,7127048, Rejected
6341,0.0, Not Graduate, No,9253912.0,23108140,10.0,565,11564129,19884962,33594672,13873758, Approved
6342,5.0, Not Graduate, Yes,1642349.0,21513758,21.0,369,9711042,4856556,44162623,18473802, Approved
6343,3.0, Graduate, Yes,6713864.0,26592102,9.0,790,17358317,3268565,24563967,10677288, Approved
6344,1.0, Not Graduate, Yes,2391499.0,28639872,8.0,416,1762625,899706,21631445,15449628, Approved
6345,4.0, Graduate, Yes,7915729.0,6515980,21.0,846,2241729,17258268,14117688,233627, Approved
6346,3.0, Graduate, No,4320774.0,4493785,12.0,701,4383873,1436257,10572545,1181883, Approved
6347,2.0, Graduate, No,8574946.0,29271017,11.0,425,5618676,16393490,46063862,17624564, Rejected
6348,4.0, Graduate, Yes,1551434.0,20238320,23.0,866,2132910,12240285,19285362,13820756, Approved
6349,2.0, Not Graduate, Yes,4436369.0,19617040,,716,1919397,807877,38119874,11992881, Approved
6350,0.0, Not Graduate, No,3988422.0,2188718,16.0,561,18305697,14021202,48772378,8897508, Rejected
6351,3.0, Graduate, No,3091255.0,4290188,23.0,853,826449,19753951,25478215,10645404, Rejected
6352,2.0, Not Graduate, Yes,5329697.0,7226699,,763,12737148,5627900,41504067,14270583, Approved
6353,0.0, Graduate, Yes,9553671.0,9858335,20.0,725,1072137,107575,31470557,9899216, Approved
6354,1.0, Not Graduate, Yes,5049157.0,21217956,,789,9676077,9418578,11691374,14218507, Rejected
6355,2.0, Graduate, Yes,8339105.0,9752872,11.0,780,10531662,17617709,46665187,182274, Rejected
6356,0.0, Not Graduate, No,4915658.0,28117441,12.0,743,5164486,17071904,42322044,2279780, Rejected
6357,5.0, Graduate, No,3991646.0,23344029,17.0,438,16113749,16651518,15200942,2565004, Rejected
6358,0.0, Not Graduate, Yes,4291718.0,21480393,12.0,595,18242161,12674887,41803595,9866020, Rejected
6359,3.0, Graduate, Yes,6052121.0,13045164,17.0,805,17565209,1820394,15952098,10519102, Approved
6360,5.0, Not Graduate, No,1640666.0,10464874,16.0,624,15590346,17417754,9315576,3813251, Rejected
6361,1.0, Not Graduate, Yes,7914251.0,6283905,21.0,780,7645631,6958421,42273412,16754038, Approved
6362,1.0, Graduate, No,6877390.0,27964702,10.0,499,15281063,6858891,41346969,7347721, Rejected
6363,0.0, Graduate, Yes,6770200.0,16394878,19.0,305,13483680,6927822,4816668,12221658, Approved
6364,2.0, Graduate, Yes,9655774.0,2021302,8.0,890,1655549,4268921,12849329,407019, Approved
6365,5.0, Graduate, No,5884859.0,12355615,6.0,533,13644459,13570403,4557580,3940220, Approved
6366,1.0, Graduate, Yes,9046877.0,13631507,19.0,702,1810370,16886168,48534067,2052724, Rejected
6367,1.0, Graduate, Yes,3727763.0,14792764,14.0,719,9024517,15240543,42090204,5377318, Rejected
6368,1.0, Not Graduate, No,1407874.0,19601520,15.0,460,19011939,15832933,17000216,7804888, Approved
6369,4.0, Graduate, Yes,8968736.0,12424272,6.0,561,7372019,1075885,47766550,13335471, Rejected
6370,1.0, Not Graduate, No,8001897.0,14092742,11.0,491,7281318,541722,17327907,17038420, Rejected
6371,3.0, Not Graduate, No,6727542.0,6699635,9.0,781,9973628,13215299,31744977,10521314, Approved
6372,5.0, Graduate, Yes,2143621.0,11440726,6.0,359,331634,2607426,25566894,3308336, Rejected
6373,0.0, Not Graduate, No,1383802.0,29817781,15.0,448,7669501,12223264,8583536,14109205, Approved
6374,4.0, Not Graduate, Yes,3710518.0,23605820,8.0,885,13815659,13975537,32416444,5480018, Rejected
6375,2.0, Graduate, Yes,6131591.0,29462783,15.0,440,19058554,16210900,25245965,3293656, Approved
6376,5.0, Not Graduate, No,5552693.0,28204562,11.0,625,10937586,9049699,33604293,8263031, Rejected
6377,2.0, Graduate, No,2911735.0,24100257,11.0,591,12289003,5652933,15809509,15819173, Approved
6378,4.0, Not Graduate, Yes,7482867.0,5521046,16.0,612,9491712,13909612,34189022,15825727, Approved
6379,1.0, Graduate, No,5018847.0,15777536,15.0,821,14442691,2622005,13352757,824499, Rejected
6380,3.0, Not Graduate, Yes,1230622.0,13698622,21.0,563,1938990,17453935,19258025,749896, Approved
6381,1.0, Graduate, Yes,9753658.0,5117589,10.0,508,15383463,12684687,28523506,14586775, Rejected
6382,2.0, Graduate, Yes,2395624.0,25356638,7.0,711,17540982,15564656,2301337,4100475, Rejected
6383,5.0, Not Graduate, No,9842621.0,22052786,19.0,382,13595617,5764645,10595520,10210523, Rejected
6384,0.0, Graduate, Yes,2242891.0,18950368,15.0,723,19000086,541969,29601066,1715301, Approved
6385,2.0, Not Graduate, No,8471960.0,6755418,12.0,334,17162233,12389214,28036796,10604569, Approved
6386,4.0, Not Graduate, Yes,2942045.0,22358689,6.0,731,18961424,15696315,42960184,2108061, Rejected
6387,2.0, Graduate, Yes,5526191.0,24294575,14.0,367,1099372,8781796,9466359,13863204, Approved
6388,0.0, Graduate, No,5182589.0,24792458,10.0,568,8322265,2266609,6499879,14010445, Rejected
6389,4.0, Not Graduate, Yes,8450528.0,13329614,8.0,822,9194545,4290934,15820941,8457266, Approved
6390,4.0, Not Graduate, No,7467501.0,9028731,22.0,704,4458772,18414030,26390689,4825455, Rejected
6391,0.0, Not Graduate, No,7451581.0,6042038,23.0,668,17844539,16042152,43132394,6308821, Rejected
6392,3.0, Graduate, Yes,6899580.0,3088254,21.0,888,6116179,7918836,25547413,6408287, Rejected
6393,2.0, Not Graduate, No,5579775.0,26970679,10.0,587,14059235,6000298,32283457,9670575, Approved
6394,5.0, Not Graduate, Yes,2663748.0,24909979,18.0,873,15735408,14897478,47626051,16379040, Approved
6395,1.0, Graduate, Yes,8108363.0,15333585,9.0,752,4721650,10906635,37980435,14380178, Approved
6396,5.0, Not Graduate, No,9469597.0,14927184,14.0,674,3440997,5098566,28839430,13322894, Rejected
6397,5.0, Graduate, No,6074189.0,25872063,9.0,420,19628958,16036194,9104118,9763910, Rejected
6398,5.0,, No,5127504.0,2076833,20.0,845,4930467,6606462,12840024,8784814, Approved
6399,3.0, Not Graduate, No,2381264.0,16348190,10.0,400,5945646,3009271,14768830,16977722, Approved
6400,5.0, Not Graduate, No,9866910.0,3545571,12.0,872,2414280,3414585,28239439,6465656, Rejected
6401,4.0, Not Graduate, Yes,3543935.0,28911015,22.0,337,19753247,9606820,39827051,3925996, Rejected
6402,2.0, Not Graduate, Yes,9593042.0,26639814,10.0,482,12803366,351052,44473240,15367899, Approved
6403,5.0, Graduate, No,8179335.0,28036106,13.0,685,137912,225038,35377579,13779088, Approved
6404,5.0, Graduate, No,4357163.0,10879231,23.0,448,9154372,3101931,31448298,14946126, Approved
